match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1389398,2023/24,2024-01-17,"M Chinnaswamy Stadium, Bengaluru",1,0.1,India,Afghanistan,YBK Jaiswal,RG Sharma,Fareed Ahmad,3,0,,,,,,,,,
1389398,2023/24,2024-01-17,"M Chinnaswamy Stadium, Bengaluru",1,0.2,India,Afghanistan,RG Sharma,YBK Jaiswal,Fareed Ahmad,0,4,,,,4,,,,,
1389398,2023/24,2024-01-17,"M Chinnaswamy Stadium, Bengaluru",1,0.3,India,Afghanistan,RG Sharma,YBK Jaiswal,Fareed Ahmad,0,0,,,,,,,,,
1389398,2023/24,2024-01-17,"M Chinnaswamy Stadium, Bengaluru",1,0.4,India,Afghanistan,RG Sharma,YBK Jaiswal,Fareed Ahmad,0,0,,,,,,,,,
1389398,2023/24,2024-01-17,"M Chinnaswamy Stadium, Bengaluru",1,0.5,India,Afghanistan,RG Sharma,YBK Jaiswal,Fareed Ahmad,0,4,,,,4,,,,,
1389398,2023/24,2024-01-17,"M Chinnaswamy Stadium, Bengaluru",1,0.6,India,Afghanistan,RG Sharma,YBK Jaiswal,Fareed Ahmad,0,0,,,,,,,,,
1389398,2023/24,2024-01-17,"M Chinnaswamy Stadium, Bengaluru",1,1.1,India,Afghanistan,YBK Jaiswal,RG Sharma,Azmatullah Omarzai,1,0,,,,,,,,,
1389398,2023/24,2024-01-17,"M Chinnaswamy Stadium, Bengaluru",1,1.2,India,Afghanistan,RG Sharma,YBK Jaiswal,Azmatullah Omarzai,0,0,,,,,,,,,
1389398,2023/24,2024-01-17,"M Chinnaswamy Stadium, Bengaluru",1,1.3,India,Afghanistan,RG Sharma,YBK Jaiswal,Azmatullah Omarzai,1,0,,,,,,,,,
1389398,2023/24,2024-01-17,"M Chinnaswamy Stadium, Bengaluru",1,1.4,India,Afghanistan,YBK Jaiswal,RG Sharma,Azmatullah Omarzai,0,0,,,,,,,,,
