match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1377015,2023,2023-07-14,Sylhet International Cricket Stadium,1,0.1,Afghanistan,Bangladesh,Hazratullah,Rahmanullah Gurbaz,Nasum Ahmed,1,0,,,,,,,,,
1377015,2023,2023-07-14,Sylhet International Cricket Stadium,1,0.2,Afghanistan,Bangladesh,Rahmanullah Gurbaz,Hazratullah,Nasum Ahmed,1,0,,,,,,,,,
1377015,2023,2023-07-14,Sylhet International Cricket Stadium,1,0.3,Afghanistan,Bangladesh,Hazratullah,Rahmanullah Gurbaz,Nasum Ahmed,0,0,,,,,,,,,
1377015,2023,2023-07-14,Sylhet International Cricket Stadium,1,0.4,Afghanistan,Bangladesh,Hazratullah,Rahmanullah Gurbaz,Nasum Ahmed,0,0,,,,,,,,,
1377015,2023,2023-07-14,Sylhet International Cricket Stadium,1,0.5,Afghanistan,Bangladesh,Hazratullah,Rahmanullah Gurbaz,Nasum Ahmed,0,0,,,,,,,,,
1377015,2023,2023-07-14,Sylhet International Cricket Stadium,1,0.6,Afghanistan,Bangladesh,Hazratullah,Rahmanullah Gurbaz,Nasum Ahmed,0,0,,,,,,,,,
1377015,2023,2023-07-14,Sylhet International Cricket Stadium,1,1.1,Afghanistan,Bangladesh,Rahmanullah Gurbaz,Hazratullah,Taskin Ahmed,0,0,,,,,,,,,
1377015,2023,2023-07-14,Sylhet International Cricket Stadium,1,1.2,Afghanistan,Bangladesh,Rahmanullah Gurbaz,Hazratullah,Taskin Ahmed,1,0,,,,,,,,,
1377015,2023,2023-07-14,Sylhet International Cricket Stadium,1,1.3,Afghanistan,Bangladesh,Hazratullah,Rahmanullah Gurbaz,Taskin Ahmed,0,0,,,,,,,,,
1377015,2023,2023-07-14,Sylhet International Cricket Stadium,1,1.4,Afghanistan,Bangladesh,Hazratullah,Rahmanullah Gurbaz,Taskin Ahmed,0,0,,,,,,,,,
1377015,2023,2023-07-14,Sylhet International Cricket Stadium,1,1.5,Afghanistan,Bangladesh,Hazratullah,Rahmanullah Gurbaz,Taskin Ahmed,1,0,,,,,,,,,
