match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1377016,2023,2023-07-16,Sylhet International Cricket Stadium,1,0.1,Afghanistan,Bangladesh,Rahmanullah Gurbaz,Hazratullah,Taskin Ahmed,2,0,,,,,,,,,
1377016,2023,2023-07-16,Sylhet International Cricket Stadium,1,0.2,Afghanistan,Bangladesh,Rahmanullah Gurbaz,Hazratullah,Taskin Ahmed,0,0,,,,,,,,,
1377016,2023,2023-07-16,Sylhet International Cricket Stadium,1,0.3,Afghanistan,Bangladesh,Rahmanullah Gurbaz,Hazratullah,Taskin Ahmed,0,1,1,,,,,,,,
1377016,2023,2023-07-16,Sylhet International Cricket Stadium,1,0.4,Afghanistan,Bangladesh,Rahmanullah Gurbaz,Hazratullah,Taskin Ahmed,0,0,,,,,,,,,
1377016,2023,2023-07-16,Sylhet International Cricket Stadium,1,0.5,Afghanistan,Bangladesh,Rahmanullah Gurbaz,Hazratullah,Taskin Ahmed,6,0,,,,,,,,,
1377016,2023,2023-07-16,Sylhet International Cricket Stadium,1,0.6,Afghanistan,Bangladesh,Rahmanullah Gurbaz,Hazratullah,Taskin Ahmed,0,0,,,,,,caught and bowled,Rahmanullah Gurbaz,,
1377016,2023,2023-07-16,Sylhet International Cricket Stadium,1,0.7,Afghanistan,Bangladesh,Ibrahim Zadran,Hazratullah,Taskin Ahmed,0,0,,,,,,,,,
1377016,2023,2023-07-16,Sylhet International Cricket Stadium,1,1.1,Afghanistan,Bangladesh,Hazratullah,Ibrahim Zadran,Hasan Mahmud,0,1,,,,1,,,,,
1377016,2023,2023-07-16,Sylhet International Cricket Stadium,1,1.2,Afghanistan,Bangladesh,Ibrahim Zadran,Hazratullah,Hasan Mahmud,0,0,,,,,,,,,
1377016,2023,2023-07-16,Sylhet International Cricket Stadium,1,1.3,Afghanistan,Bangladesh,Ibrahim Zadran,Hazratullah,Hasan Mahmud,0,0,,,,,,,,,
1377016,2023,2023-07-16,Sylhet International Cricket Stadium,1,1.4,Afghanistan,Bangladesh,Ibrahim Zadran,Hazratullah,Hasan Mahmud,0,0,,,,,,,,,
1377016,2023,2023-07-16,Sylhet International Cricket Stadium,1,1.5,Afghanistan,Bangladesh,Ibrahim Zadran,Hazratullah,Hasan Mahmud,0,1,1,,,,,,,,
1377016,2023,2023-07-16,Sylhet International Cricket Stadium,1,1.6,Afghanistan,Bangladesh,Ibrahim Zadran,Hazratullah,Hasan Mahmud,0,0,,,,,,,,,
1377016,2023,2023-07-16,Sylhet International Cricket Stadium,1,1.7,Afghanistan,Bangladesh,Ibrahim Zadran,Hazratullah,Hasan Mahmud,0,0,,,,,,,,,
1377016,2023,2023-07-16,Sylhet International Cricket Stadium,1,2.1,Afghanistan,Bangladesh,Hazratullah,Ibrahim Zadran,Taskin Ahmed,4,0,,,,,,,,,
1377016,2023,2023-07-16,Sylhet International Cricket Stadium,1,2.2,Afghanistan,Bangladesh,Hazratullah,Ibrahim Zadran,Taskin Ahmed,0,0,,,,,,,,,
1377016,2023,2023-07-16,Sylhet International Cricket Stadium,1,2.3,Afghanistan,Bangladesh,Hazratullah,Ibrahim Zadran,Taskin Ahmed,0,0,,,,,,,,,
1377016,2023,2023-07-16,Sylhet International Cricket Stadium,1,2.4,Afghanistan,Bangladesh,Hazratullah,Ibrahim Zadran,Taskin Ahmed,0,1,1,,,,,,,,
1377016,2023,2023-07-16,Sylhet International Cricket Stadium,1,2.5,Afghanistan,Bangladesh,Hazratullah,Ibrahim Zadran,Taskin Ahmed,0,0,,,,,,caught,Hazratullah,,
1377016,2023,2023-07-16,Sylhet International Cricket Stadium,1,2.6,Afghanistan,Bangladesh,Mohammad Nabi,Ibrahim Zadran,Taskin Ahmed,0,0,,,,,,,,,
1377016,2023,2023-07-16,Sylhet International Cricket Stadium,1,2.7,Afghanistan,Bangladesh,Mohammad Nabi,Ibrahim Zadran,Taskin Ahmed,0,0,,,,,,,,,
1377016,2023,2023-07-16,Sylhet International Cricket Stadium,1,3.1,Afghanistan,Bangladesh,Ibrahim Zadran,Mohammad Nabi,Hasan Mahmud,0,0,,,,,,,,,
1377016,2023,2023-07-16,Sylhet International Cricket Stadium,1,3.2,Afghanistan,Bangladesh,Ibrahim Zadran,Mohammad Nabi,Hasan Mahmud,1,0,,,,,,,,,
1377016,2023,2023-07-16,Sylhet International Cricket Stadium,1,3.3,Afghanistan,Bangladesh,Mohammad Nabi,Ibrahim Zadran,Hasan Mahmud,0,0,,,,,,,,,
1377016,2023,2023-07-16,Sylhet International Cricket Stadium,1,3.4,Afghanistan,Bangladesh,Mohammad Nabi,Ibrahim Zadran,Hasan Mahmud,1,0,,,,,,,,,
