match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1416086,2023/24,2024-03-18,Sharjah Cricket Stadium,1,0.1,Afghanistan,Ireland,Rahmanullah Gurbaz,Sediqullah Atal,MR Adair,2,0,,,,,,,,,
1416086,2023/24,2024-03-18,Sharjah Cricket Stadium,1,0.2,Afghanistan,Ireland,Rahmanullah Gurbaz,Sediqullah Atal,MR Adair,1,0,,,,,,,,,
1416086,2023/24,2024-03-18,Sharjah Cricket Stadium,1,0.3,Afghanistan,Ireland,Sediqullah Atal,Rahmanullah Gurbaz,MR Adair,1,0,,,,,,,,,
1416086,2023/24,2024-03-18,Sharjah Cricket Stadium,1,0.4,Afghanistan,Ireland,Rahmanullah Gurbaz,Sediqullah Atal,MR Adair,3,0,,,,,,,,,
1416086,2023/24,2024-03-18,Sharjah Cricket Stadium,1,0.5,Afghanistan,Ireland,Sediqullah Atal,Rahmanullah Gurbaz,MR Adair,1,0,,,,,,,,,
1416086,2023/24,2024-03-18,Sharjah Cricket Stadium,1,0.6,Afghanistan,Ireland,Rahmanullah Gurbaz,Sediqullah Atal,MR Adair,0,0,,,,,,,,,
1416086,2023/24,2024-03-18,Sharjah Cricket Stadium,1,1.1,Afghanistan,Ireland,Sediqullah Atal,Rahmanullah Gurbaz,J Little,0,0,,,,,,,,,
1416086,2023/24,2024-03-18,Sharjah Cricket Stadium,1,1.2,Afghanistan,Ireland,Sediqullah Atal,Rahmanullah Gurbaz,J Little,0,0,,,,,,,,,
1416086,2023/24,2024-03-18,Sharjah Cricket Stadium,1,1.3,Afghanistan,Ireland,Sediqullah Atal,Rahmanullah Gurbaz,J Little,0,0,,,,,,,,,
1416086,2023/24,2024-03-18,Sharjah Cricket Stadium,1,1.4,Afghanistan,Ireland,Sediqullah Atal,Rahmanullah Gurbaz,J Little,6,0,,,,,,,,,
1416086,2023/24,2024-03-18,Sharjah Cricket Stadium,1,1.5,Afghanistan,Ireland,Sediqullah Atal,Rahmanullah Gurbaz,J Little,0,0,,,,,,,,,
1416086,2023/24,2024-03-18,Sharjah Cricket Stadium,1,1.6,Afghanistan,Ireland,Sediqullah Atal,Rahmanullah Gurbaz,J Little,0,0,,,,,,,,,
1416086,2023/24,2024-03-18,Sharjah Cricket Stadium,1,2.1,Afghanistan,Ireland,Rahmanullah Gurbaz,Sediqullah Atal,MR Adair,0,0,,,,,,,,,
1416086,2023/24,2024-03-18,Sharjah Cricket Stadium,1,2.2,Afghanistan,Ireland,Rahmanullah Gurbaz,Sediqullah Atal,MR Adair,0,0,,,,,,caught,Rahmanullah Gurbaz,,
1416086,2023/24,2024-03-18,Sharjah Cricket Stadium,1,2.3,Afghanistan,Ireland,Ibrahim Zadran,Sediqullah Atal,MR Adair,4,0,,,,,,,,,
1416086,2023/24,2024-03-18,Sharjah Cricket Stadium,1,2.4,Afghanistan,Ireland,Ibrahim Zadran,Sediqullah Atal,MR Adair,0,0,,,,,,,,,
