match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1362817,2022/23,2023-03-27,Sharjah Cricket Stadium,1,0.1,Pakistan,Afghanistan,Mohammad Haris,Saim Ayub,Fazalhaq Farooqi,0,0,,,,,,,,,
1362817,2022/23,2023-03-27,Sharjah Cricket Stadium,1,0.2,Pakistan,Afghanistan,Mohammad Haris,Saim Ayub,Fazalhaq Farooqi,1,0,,,,,,,,,
1362817,2022/23,2023-03-27,Sharjah Cricket Stadium,1,0.3,Pakistan,Afghanistan,Saim Ayub,Mohammad Haris,Fazalhaq Farooqi,0,0,,,,,,,,,
1362817,2022/23,2023-03-27,Sharjah Cricket Stadium,1,0.4,Pakistan,Afghanistan,Saim Ayub,Mohammad Haris,Fazalhaq Farooqi,0,0,,,,,,,,,
1362817,2022/23,2023-03-27,Sharjah Cricket Stadium,1,0.5,Pakistan,Afghanistan,Saim Ayub,Mohammad Haris,Fazalhaq Farooqi,2,0,,,,,,,,,
1362817,2022/23,2023-03-27,Sharjah Cricket Stadium,1,0.6,Pakistan,Afghanistan,Saim Ayub,Mohammad Haris,Fazalhaq Farooqi,0,0,,,,,,,,,
1362817,2022/23,2023-03-27,Sharjah Cricket Stadium,1,1.1,Pakistan,Afghanistan,Mohammad Haris,Saim Ayub,Mujeeb Ur Rahman,0,0,,,,,,caught,Mohammad Haris,,
1362817,2022/23,2023-03-27,Sharjah Cricket Stadium,1,1.2,Pakistan,Afghanistan,Tayyab Tahir,Saim Ayub,Mujeeb Ur Rahman,0,0,,,,,,,,,
1362817,2022/23,2023-03-27,Sharjah Cricket Stadium,1,1.3,Pakistan,Afghanistan,Tayyab Tahir,Saim Ayub,Mujeeb Ur Rahman,4,0,,,,,,,,,
1362817,2022/23,2023-03-27,Sharjah Cricket Stadium,1,1.4,Pakistan,Afghanistan,Tayyab Tahir,Saim Ayub,Mujeeb Ur Rahman,1,0,,,,,,,,,
1362817,2022/23,2023-03-27,Sharjah Cricket Stadium,1,1.5,Pakistan,Afghanistan,Saim Ayub,Tayyab Tahir,Mujeeb Ur Rahman,0,0,,,,,,,,,
1362817,2022/23,2023-03-27,Sharjah Cricket Stadium,1,1.6,Pakistan,Afghanistan,Saim Ayub,Tayyab Tahir,Mujeeb Ur Rahman,6,0,,,,,,,,,
1362817,2022/23,2023-03-27,Sharjah Cricket Stadium,1,2.1,Pakistan,Afghanistan,Tayyab Tahir,Saim Ayub,Fazalhaq Farooqi,0,0,,,,,,,,,
1362817,2022/23,2023-03-27,Sharjah Cricket Stadium,1,2.2,Pakistan,Afghanistan,Tayyab Tahir,Saim Ayub,Fazalhaq Farooqi,1,0,,,,,,,,,
1362817,2022/23,2023-03-27,Sharjah Cricket Stadium,1,2.3,Pakistan,Afghanistan,Saim Ayub,Tayyab Tahir,Fazalhaq Farooqi,1,0,,,,,,,,,
1362817,2022/23,2023-03-27,Sharjah Cricket Stadium,1,2.4,Pakistan,Afghanistan,Tayyab Tahir,Saim Ayub,Fazalhaq Farooqi,0,0,,,,,,,,,
1362817,2022/23,2023-03-27,Sharjah Cricket Stadium,1,2.5,Pakistan,Afghanistan,Tayyab Tahir,Saim Ayub,Fazalhaq Farooqi,4,0,,,,,,,,,
1362817,2022/23,2023-03-27,Sharjah Cricket Stadium,1,2.6,Pakistan,Afghanistan,Tayyab Tahir,Saim Ayub,Fazalhaq Farooqi,0,4,,,,4,,,,,
1362817,2022/23,2023-03-27,Sharjah Cricket Stadium,1,3.1,Pakistan,Afghanistan,Saim Ayub,Tayyab Tahir,Mujeeb Ur Rahman,4,0,,,,,,,,,
1362817,2022/23,2023-03-27,Sharjah Cricket Stadium,1,3.2,Pakistan,Afghanistan,Saim Ayub,Tayyab Tahir,Mujeeb Ur Rahman,0,0,,,,,,,,,
1362817,2022/23,2023-03-27,Sharjah Cricket Stadium,1,3.3,Pakistan,Afghanistan,Saim Ayub,Tayyab Tahir,Mujeeb Ur Rahman,0,0,,,,,,,,,
1362817,2022/23,2023-03-27,Sharjah Cricket Stadium,1,3.4,Pakistan,Afghanistan,Saim Ayub,Tayyab Tahir,Mujeeb Ur Rahman,0,0,,,,,,,,,
1362817,2022/23,2023-03-27,Sharjah Cricket Stadium,1,3.5,Pakistan,Afghanistan,Saim Ayub,Tayyab Tahir,Mujeeb Ur Rahman,0,0,,,,,,,,,
1362817,2022/23,2023-03-27,Sharjah Cricket Stadium,1,3.6,Pakistan,Afghanistan,Saim Ayub,Tayyab Tahir,Mujeeb Ur Rahman,0,0,,,,,,,,,
