match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1399115,2023,2023-10-04,Zhejiang University of Technology Cricket Field,1,0.1,Afghanistan,Sri Lanka,Sediqullah Atal,Mohammad Shahzad,SMLD Samarakoon,0,0,,,,,,,,,
1399115,2023,2023-10-04,Zhejiang University of Technology Cricket Field,1,0.2,Afghanistan,Sri Lanka,Sediqullah Atal,Mohammad Shahzad,SMLD Samarakoon,0,0,,,,,,,,,
1399115,2023,2023-10-04,Zhejiang University of Technology Cricket Field,1,0.3,Afghanistan,Sri Lanka,Sediqullah Atal,Mohammad Shahzad,SMLD Samarakoon,0,0,,,,,,,,,
1399115,2023,2023-10-04,Zhejiang University of Technology Cricket Field,1,0.4,Afghanistan,Sri Lanka,Sediqullah Atal,Mohammad Shahzad,SMLD Samarakoon,0,0,,,,,,,,,
1399115,2023,2023-10-04,Zhejiang University of Technology Cricket Field,1,0.5,Afghanistan,Sri Lanka,Sediqullah Atal,Mohammad Shahzad,SMLD Samarakoon,0,0,,,,,,,,,
1399115,2023,2023-10-04,Zhejiang University of Technology Cricket Field,1,0.6,Afghanistan,Sri Lanka,Sediqullah Atal,Mohammad Shahzad,SMLD Samarakoon,1,0,,,,,,,,,
1399115,2023,2023-10-04,Zhejiang University of Technology Cricket Field,1,1.1,Afghanistan,Sri Lanka,Sediqullah Atal,Mohammad Shahzad,N Thushara,0,0,,,,,,bowled,Sediqullah Atal,,
1399115,2023,2023-10-04,Zhejiang University of Technology Cricket Field,1,1.2,Afghanistan,Sri Lanka,Noor Ali Zadran,Mohammad Shahzad,N Thushara,1,0,,,,,,,,,
1399115,2023,2023-10-04,Zhejiang University of Technology Cricket Field,1,1.3,Afghanistan,Sri Lanka,Mohammad Shahzad,Noor Ali Zadran,N Thushara,0,0,,,,,,,,,
1399115,2023,2023-10-04,Zhejiang University of Technology Cricket Field,1,1.4,Afghanistan,Sri Lanka,Mohammad Shahzad,Noor Ali Zadran,N Thushara,1,0,,,,,,,,,
1399115,2023,2023-10-04,Zhejiang University of Technology Cricket Field,1,1.5,Afghanistan,Sri Lanka,Noor Ali Zadran,Mohammad Shahzad,N Thushara,0,1,1,,,,,,,,
1399115,2023,2023-10-04,Zhejiang University of Technology Cricket Field,1,1.6,Afghanistan,Sri Lanka,Noor Ali Zadran,Mohammad Shahzad,N Thushara,4,0,,,,,,,,,
