match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1357694,2022/23,2023-02-16,"Zayed Cricket Stadium, Abu Dhabi",1,0.1,United Arab Emirates,Afghanistan,V Aravind,Waseem Muhammad,Fazalhaq Farooqi,0,0,,,,,,,,,
1357694,2022/23,2023-02-16,"Zayed Cricket Stadium, Abu Dhabi",1,0.2,United Arab Emirates,Afghanistan,V Aravind,Waseem Muhammad,Fazalhaq Farooqi,2,0,,,,,,,,,
1357694,2022/23,2023-02-16,"Zayed Cricket Stadium, Abu Dhabi",1,0.3,United Arab Emirates,Afghanistan,V Aravind,Waseem Muhammad,Fazalhaq Farooqi,0,0,,,,,,,,,
1357694,2022/23,2023-02-16,"Zayed Cricket Stadium, Abu Dhabi",1,0.4,United Arab Emirates,Afghanistan,V Aravind,Waseem Muhammad,Fazalhaq Farooqi,0,0,,,,,,,,,
1357694,2022/23,2023-02-16,"Zayed Cricket Stadium, Abu Dhabi",1,0.5,United Arab Emirates,Afghanistan,V Aravind,Waseem Muhammad,Fazalhaq Farooqi,1,0,,,,,,,,,
1357694,2022/23,2023-02-16,"Zayed Cricket Stadium, Abu Dhabi",1,0.6,United Arab Emirates,Afghanistan,Waseem Muhammad,V Aravind,Fazalhaq Farooqi,0,0,,,,,,,,,
1357694,2022/23,2023-02-16,"Zayed Cricket Stadium, Abu Dhabi",1,1.1,United Arab Emirates,Afghanistan,V Aravind,Waseem Muhammad,Azmatullah Omarzai,4,0,,,,,,,,,
1357694,2022/23,2023-02-16,"Zayed Cricket Stadium, Abu Dhabi",1,1.2,United Arab Emirates,Afghanistan,V Aravind,Waseem Muhammad,Azmatullah Omarzai,0,1,,,,1,,,,,
1357694,2022/23,2023-02-16,"Zayed Cricket Stadium, Abu Dhabi",1,1.3,United Arab Emirates,Afghanistan,Waseem Muhammad,V Aravind,Azmatullah Omarzai,0,0,,,,,,,,,
1357694,2022/23,2023-02-16,"Zayed Cricket Stadium, Abu Dhabi",1,1.4,United Arab Emirates,Afghanistan,Waseem Muhammad,V Aravind,Azmatullah Omarzai,1,0,,,,,,,,,
1357694,2022/23,2023-02-16,"Zayed Cricket Stadium, Abu Dhabi",1,1.5,United Arab Emirates,Afghanistan,V Aravind,Waseem Muhammad,Azmatullah Omarzai,1,0,,,,,,,,,
1357694,2022/23,2023-02-16,"Zayed Cricket Stadium, Abu Dhabi",1,1.6,United Arab Emirates,Afghanistan,Waseem Muhammad,V Aravind,Azmatullah Omarzai,0,0,,,,,,,,,
1357694,2022/23,2023-02-16,"Zayed Cricket Stadium, Abu Dhabi",1,2.1,United Arab Emirates,Afghanistan,V Aravind,Waseem Muhammad,Fazalhaq Farooqi,4,0,,,,,,,,,
1357694,2022/23,2023-02-16,"Zayed Cricket Stadium, Abu Dhabi",1,2.2,United Arab Emirates,Afghanistan,V Aravind,Waseem Muhammad,Fazalhaq Farooqi,0,0,,,,,,,,,
1357694,2022/23,2023-02-16,"Zayed Cricket Stadium, Abu Dhabi",1,2.3,United Arab Emirates,Afghanistan,V Aravind,Waseem Muhammad,Fazalhaq Farooqi,0,0,,,,,,,,,
1357694,2022/23,2023-02-16,"Zayed Cricket Stadium, Abu Dhabi",1,2.4,United Arab Emirates,Afghanistan,V Aravind,Waseem Muhammad,Fazalhaq Farooqi,4,0,,,,,,,,,
1357694,2022/23,2023-02-16,"Zayed Cricket Stadium, Abu Dhabi",1,2.5,United Arab Emirates,Afghanistan,V Aravind,Waseem Muhammad,Fazalhaq Farooqi,1,0,,,,,,,,,
1357694,2022/23,2023-02-16,"Zayed Cricket Stadium, Abu Dhabi",1,2.6,United Arab Emirates,Afghanistan,Waseem Muhammad,V Aravind,Fazalhaq Farooqi,4,0,,,,,,,,,
1357694,2022/23,2023-02-16,"Zayed Cricket Stadium, Abu Dhabi",1,3.1,United Arab Emirates,Afghanistan,V Aravind,Waseem Muhammad,Azmatullah Omarzai,0,0,,,,,,bowled,V Aravind,,
